JobTitle,Gender,Age,SalaryUSD,Country,EmploymentStatus,YearsofExperience,Education,EducationIsComputerRelated,EmploymentSector,LookingForAnotherJob,KindsOfTasksPerformed,ToolsUsed
DBA,Male,19,70000,United States,Full time employee,1,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, Python"
Developer: T-SQL,Male,20,70000,United States,Full time employee,2,None (no degree completed),,,Yes,"Build scripts & automation tools, Projects, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,23,70000,United States,Full time employee,5,None (no degree completed),,,Yes,"Manual tasks, Meetings & management, On-call 24/7/365, R&D","Microsoft SQL Server, Python"
DBA,Male,28,69725,United States,Full time employee,10,Bachelors (4 years),Yes,Student,Yes,Projects,"Microsoft SQL Server, Python"
DBA,Male,22,69700,United Kingdom,Full time employee,4,None (no degree completed),,,No,"Build scripts & automation tools, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,33,69508,Canada,Full time employee,15,Associates (2 years),Yes,,No,"On-call as part of a rotation, R&D","Microsoft SQL Server, Python"
DBA,Female,31,69500,United States,Full time employee,12,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,23,69392,United Kingdom,Full time employee,5,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Male,23,69092,Canada,Full time employee,5,Bachelors (4 years),Yes,Federal government,Yes,"On-call 24/7/365, Projects","Microsoft SQL Server, Python"
DBA,Female,21,69086,United Kingdom,Full time employee,2,Bachelors (4 years),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,23,69000,Belgium,Full time employee,5,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,22,69000,Denmark,Full time employee,4,Bachelors (4 years),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,34,69000,Netherlands,Full time employee,16,Bachelors (4 years),No,,No,"On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,28,69000,Sweden,Full time employee,10,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Female,29,69000,United Kingdom,Full time employee,10,Associates (2 years),No,,No,"Manual tasks, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Female,36,69000,United Kingdom,Full time employee,17,Associates (2 years),,,Yes,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,69000,United Kingdom,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call as part of a rotation, R&D","Microsoft SQL Server, Python"
DBA,Male,20,69000,United Kingdom,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,27,69000,United Kingdom,Full time employee,8,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,23,69000,United States,Full time employee,2,Associates (2 years),No,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,21,69000,United States,Full time employee,1,Bachelors (4 years),Yes,State/province government,No,"Build scripts & automation tools, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,25,69000,United States,Full time employee,7,Bachelors (4 years),Yes,Local government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,69000,United States,Full time employee,8,Bachelors (4 years),Yes,Local government,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,25,68950,United States,Full time employee,5,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,19,68475,United Kingdom,Full time employee,1,None (no degree completed),No,,No,"Build scripts & automation tools, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,39,68367,United Kingdom,Full time employee,21,Bachelors (4 years),Yes,,No,On-call as part of a rotation,"Microsoft SQL Server, Python"
DBA,Male,24,68255,United Kingdom,Full time employee,6,Bachelors (4 years),Yes,,Yes,"Manual tasks, Meetings & management, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,68081,United States,Full time employee,2,Bachelors (4 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,26,68000,Australia,Part time employment,8,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Female,25,68000,Australia,Part time employment,5,Doctorate/PhD,,,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,68000,Austria,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, On-call 24/7/365","Microsoft SQL Server, Python"
DBA,Male,23,68000,Belgium,Full time employee,5,Bachelors (4 years),Yes,,Yes,,"Microsoft SQL Server, Python"
Manager,Male,23,68000,Canada,Full time employee,5,Associates (2 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,27,68000,Israel,Full time employee,6,None (no degree completed),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,27,68000,Norway,Full time employee,9,Associates (2 years),No,Local government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Manager,Male,21,68000,Poland,Full time employee,1,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,31,68000,Romania,Full time employee,11,Masters,Yes,,Yes,"Manual tasks, Projects","Microsoft SQL Server, Python"
Architect,Male,27,68000,United Kingdom,Full time employee,9,Bachelors (4 years),No,Private company,No,"Manual tasks, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,35,68000,United Kingdom,Full time employee,15,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
DBA,Male,20,68000,United Kingdom,Full time employee,2,None (no degree completed),,,No,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Male,22,68000,United States,Full time employee,4,Associates (2 years),No,,Yes,"Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,21,68000,United States,Full time employee,1,Bachelors (4 years),Yes,Non-profit,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,21,68000,United States,Full time employee,1,Bachelors (4 years),Yes,State/province government,No,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,68000,United States,Full time employee,2,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,21,68000,United States,Full time employee,3,Bachelors (4 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Developer: T-SQL,Male,21,68000,United States,"Independent consultant, contractor, freelancer,  or company owner",3,Bachelors (4 years),Yes,,Yes,"Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
Developer: T-SQL,Male,34,68000,United States,"Independent consultant, contractor, freelancer,  or company owner",16,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Meetings & management, R&D","Microsoft SQL Server, Python"
DBA,Male,19,68000,United States,Full time employee,1,None (no degree completed),,Local government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,24,68000,United States,Full time employee,6,None (no degree completed),,,Yes,,"Microsoft SQL Server, Python"
Developer: T-SQL,Female,36,68000,United States,Full time employee,15,None (no degree completed),,Non-profit,Yes,"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,45,67973,Canada,Full time employee,25,Masters,No,State/province government,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation","Microsoft SQL Server, Python"
DBA,Male,19,67902,Sweden,Full time employee,1,None (no degree completed),Yes,,Yes,"Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,44,67770,United Kingdom,Full time employee,26,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,28,67600,Singapore,Full time employee,10,Associates (2 years),Yes,,Yes,"Build scripts & automation tools, Manual tasks, Projects, R&D","Microsoft SQL Server, Python"
Data Analyst,Male,33,67500,Australia,Full time employee,15,None (no degree completed),,,Yes,,"Microsoft SQL Server, Python"
DBA,Male,23,67418,United States,Full time employee,5,Bachelors (4 years),Yes,State/province government,Yes,"Manual tasks, Meetings & management, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,20,67282,United Kingdom,Full time employee,2,Bachelors (4 years),No,,No,"Build scripts & automation tools, Manual tasks, Projects","Microsoft SQL Server, Python"
Data Analyst,Male,23,67275,United States,Full time employee,5,Bachelors (4 years),No,,No,"On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
Developer: T-SQL,Female,21,67164,United Kingdom,Full time employee,2,Bachelors (4 years),Yes,,No,"Manual tasks, Meetings & management, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,21,67060,United Kingdom,Full time employee,3,Bachelors (4 years),Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching","Microsoft SQL Server, Python"
Data Engineer,Male,29,67050,Netherlands,Full time employee,11,None (no degree completed),No,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,21,67000,Canada,Full time employee,1,Bachelors (4 years),Yes,,Yes,"Manual tasks, Meetings & management, On-call as part of a rotation, Projects","Microsoft SQL Server, Python"
DBA,Male,27,67000,Canada,Full time employee,9,Bachelors (4 years),,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching","Microsoft SQL Server, Python"
DBA,Female,28,67000,Canada,Full time employee,7,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
DBA,Male,28,67000,Canada,Full time employee,10,None (no degree completed),Yes,,No,"Build scripts & automation tools, Meetings & management, On-call 24/7/365, Projects, R&D","Microsoft SQL Server, Python"
DBA,Female,21,67000,Germany,Full time employee,2,Bachelors (4 years),No,,Yes,"Manual tasks, Meetings & management, Training/teaching","Microsoft SQL Server, Python"
Manager,Male,24,67000,Germany,Full time employee,4,Masters,Yes,,Yes,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D","Microsoft SQL Server, Python"
DBA,Male,22,67000,Lithuania,Full time employee,2,Masters,Yes,,No,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, Training/teaching","Microsoft SQL Server, Python"
